1,2,1521.0,325.0,213.0,133.0,1.0,-1,-1,-1
1,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
1,5,1644.0,186.0,230.0,178.0,1.0,-1,-1,-1
1,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
1,0,1066.0,298.0,29.0,80.0,1.0,-1,-1,-1
1,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
2,0,1067.0,298.0,29.0,80.0,1.0,-1,-1,-1
2,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
2,2,1512.0,325.0,218.0,136.0,1.0,-1,-1,-1
2,5,1640.0,185.0,234.0,179.0,1.0,-1,-1,-1
2,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
2,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
3,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
3,0,1067.0,298.0,29.0,80.0,1.0,-1,-1,-1
3,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
3,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
3,2,1502.0,326.0,223.0,140.0,1.0,-1,-1,-1
3,5,1637.0,184.0,238.0,179.0,1.0,-1,-1,-1
4,0,1067.0,298.0,29.0,80.0,1.0,-1,-1,-1
4,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
4,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
4,2,1490.0,328.0,229.0,143.0,1.0,-1,-1,-1
4,5,1633.0,183.0,242.0,180.0,1.0,-1,-1,-1
4,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
5,5,1630.0,181.0,246.0,181.0,1.0,-1,-1,-1
5,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
5,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
5,2,1478.0,329.0,234.0,146.0,1.0,-1,-1,-1
5,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
5,0,1067.0,298.0,29.0,80.0,1.0,-1,-1,-1
6,2,1472.0,331.0,239.0,150.0,1.0,-1,-1,-1
6,5,1626.0,180.0,250.0,182.0,1.0,-1,-1,-1
6,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
6,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
6,0,1067.0,298.0,29.0,79.0,1.0,-1,-1,-1
6,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
7,2,1466.0,332.0,236.0,150.0,1.0,-1,-1,-1
7,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
7,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
7,5,1623.0,179.0,254.0,183.0,1.0,-1,-1,-1
7,0,1067.0,298.0,29.0,79.0,1.0,-1,-1,-1
7,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
8,5,1619.0,178.0,258.0,184.0,1.0,-1,-1,-1
8,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
8,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
8,0,1067.0,298.0,29.0,79.0,1.0,-1,-1,-1
8,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
8,2,1458.0,333.0,237.0,152.0,1.0,-1,-1,-1
9,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
9,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
9,5,1610.0,176.0,264.0,195.0,1.0,-1,-1,-1
9,0,1067.0,298.0,29.0,79.0,1.0,-1,-1,-1
9,2,1446.0,335.0,242.0,155.0,1.0,-1,-1,-1
9,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
10,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
10,5,1606.0,176.0,269.0,197.0,1.0,-1,-1,-1
10,0,1068.0,298.0,29.0,79.0,1.0,-1,-1,-1
10,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
10,2,1434.0,336.0,248.0,159.0,1.0,-1,-1,-1
10,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
11,0,1068.0,298.0,29.0,79.0,1.0,-1,-1,-1
11,2,1423.0,338.0,254.0,162.0,1.0,-1,-1,-1
11,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
11,5,1601.0,176.0,273.0,198.0,1.0,-1,-1,-1
11,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
11,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
12,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
12,5,1597.0,175.0,277.0,200.0,1.0,-1,-1,-1
12,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
12,2,1410.0,339.0,258.0,164.0,1.0,-1,-1,-1
12,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
12,0,1068.0,299.0,29.0,79.0,1.0,-1,-1,-1
13,5,1593.0,175.0,282.0,201.0,1.0,-1,-1,-1
13,0,1068.0,299.0,29.0,78.0,1.0,-1,-1,-1
13,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
13,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
13,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
13,2,1397.0,341.0,262.0,166.0,1.0,-1,-1,-1
14,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
14,2,1383.0,343.0,267.0,168.0,1.0,-1,-1,-1
14,5,1588.0,175.0,286.0,203.0,1.0,-1,-1,-1
14,0,1068.0,299.0,29.0,78.0,1.0,-1,-1,-1
14,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
14,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
15,0,1068.0,299.0,29.0,78.0,1.0,-1,-1,-1
15,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
15,5,1584.0,175.0,290.0,204.0,1.0,-1,-1,-1
15,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
15,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
15,2,1370.0,344.0,271.0,170.0,1.0,-1,-1,-1
16,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
16,0,1068.0,299.0,29.0,78.0,1.0,-1,-1,-1
16,5,1578.0,175.0,296.0,201.0,1.0,-1,-1,-1
16,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
16,2,1357.0,346.0,275.0,172.0,1.0,-1,-1,-1
16,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
17,5,1573.0,175.0,302.0,205.0,1.0,-1,-1,-1
17,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
17,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
17,2,1344.0,348.0,279.0,174.0,1.0,-1,-1,-1
17,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
17,0,1068.0,299.0,29.0,78.0,1.0,-1,-1,-1
18,5,1567.0,175.0,307.0,208.0,1.0,-1,-1,-1
18,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
18,0,1069.0,299.0,29.0,78.0,1.0,-1,-1,-1
18,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
18,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
18,2,1331.0,349.0,284.0,176.0,1.0,-1,-1,-1
19,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
19,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
19,0,1069.0,299.0,29.0,78.0,1.0,-1,-1,-1
19,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
19,5,1562.0,175.0,312.0,211.0,1.0,-1,-1,-1
19,2,1318.0,351.0,288.0,178.0,1.0,-1,-1,-1
20,2,1304.0,352.0,292.0,180.0,1.0,-1,-1,-1
20,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
20,0,1069.0,299.0,29.0,78.0,1.0,-1,-1,-1
20,5,1558.0,175.0,316.0,215.0,1.0,-1,-1,-1
20,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
20,2,756.0,302.0,90.0,54.0,1.0,-1,-1,-1
21,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
21,5,1555.0,175.0,320.0,219.0,1.0,-1,-1,-1
21,2,1291.0,354.0,297.0,182.0,1.0,-1,-1,-1
21,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
21,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
21,0,1069.0,299.0,29.0,77.0,1.0,-1,-1,-1
22,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
22,2,1278.0,356.0,301.0,184.0,1.0,-1,-1,-1
22,5,1548.0,175.0,326.0,219.0,1.0,-1,-1,-1
22,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
22,0,1069.0,299.0,29.0,77.0,1.0,-1,-1,-1
22,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
23,2,1258.0,357.0,309.0,190.0,1.0,-1,-1,-1
23,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
23,5,1541.0,175.0,333.0,220.0,1.0,-1,-1,-1
23,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
23,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
23,0,1069.0,299.0,29.0,77.0,1.0,-1,-1,-1
24,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
24,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
24,2,1237.0,358.0,318.0,195.0,1.0,-1,-1,-1
24,5,1534.0,175.0,340.0,228.0,1.0,-1,-1,-1
24,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
24,0,1069.0,299.0,29.0,77.0,1.0,-1,-1,-1
25,0,1069.0,299.0,29.0,77.0,1.0,-1,-1,-1
25,5,1525.0,175.0,349.0,226.0,1.0,-1,-1,-1
25,0,918.0,304.0,25.0,60.0,1.0,-1,-1,-1
25,2,1217.0,359.0,326.0,201.0,1.0,-1,-1,-1
25,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
25,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
26,5,1519.0,173.0,355.0,229.0,1.0,-1,-1,-1
26,2,1197.0,361.0,334.0,206.0,1.0,-1,-1,-1
26,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
26,0,1070.0,299.0,28.0,77.0,1.0,-1,-1,-1
26,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
26,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
27,2,1177.0,362.0,343.0,212.0,1.0,-1,-1,-1
27,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
27,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
27,5,1512.0,171.0,362.0,233.0,1.0,-1,-1,-1
27,0,1070.0,299.0,28.0,77.0,1.0,-1,-1,-1
27,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
28,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
28,5,1506.0,169.0,368.0,236.0,1.0,-1,-1,-1
28,2,1156.0,363.0,351.0,217.0,1.0,-1,-1,-1
28,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
28,0,1070.0,300.0,28.0,77.0,1.0,-1,-1,-1
28,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
29,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
29,5,1499.0,168.0,375.0,239.0,1.0,-1,-1,-1
29,2,1136.0,364.0,359.0,223.0,1.0,-1,-1,-1
29,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
29,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
29,0,1070.0,300.0,28.0,76.0,1.0,-1,-1,-1
30,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
30,0,1070.0,300.0,28.0,76.0,1.0,-1,-1,-1
30,2,1116.0,366.0,368.0,228.0,1.0,-1,-1,-1
30,5,1499.0,168.0,375.0,239.0,1.0,-1,-1,-1
30,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
30,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
31,0,1070.0,300.0,28.0,76.0,1.0,-1,-1,-1
31,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
31,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
31,5,1490.0,166.0,385.0,245.0,1.0,-1,-1,-1
31,2,1088.0,369.0,380.0,234.0,1.0,-1,-1,-1
31,1,907.0,333.0,38.0,33.0,1.0,-1,-1,-1
32,0,1070.0,300.0,28.0,76.0,1.0,-1,-1,-1
32,5,1481.0,165.0,395.0,252.0,1.0,-1,-1,-1
32,2,1060.0,372.0,393.0,241.0,1.0,-1,-1,-1
32,2,757.0,302.0,90.0,54.0,1.0,-1,-1,-1
32,0,918.0,303.0,25.0,60.0,1.0,-1,-1,-1
